root,suffixes
проп_ADJF,['ащ']
бутерброд_ADJF,['н']
об_PRTF,['т']
родан_PRTS,[]
наволок_NOUN,[]
картеж_NOUN,[]
багов_VERB,['ник']
муравл_INFN,['ть']
гарем_ADJF,['н']
локот_INFN,['ть']
эклиптич_ADJF,['еск']
черед_INFN,['ть']
корзин_NOUN,"['щик', 'к']"
карман_INFN,['ть']
казинет_NOUN,[]
джерс_ADJF,['ов']
регламент_PRTF,['нн']
молний_ADJF,['н']
гущ_PRTF,['енн']
цеп_COMP,['ч']
шепет_INFN,['ть']
суле_NOUN,[]
др_ADJF,"['н', 'нн', 'енн', 'лив']"
издерж_PRTF,['нн']
запонк_NOUN,[]
крипт_NOUN,['он']
наблюд_ADJF,['тельн']
йогурт_NOUN,[]
гик_NOUN,['нь']
констанц_ADJF,['ск']
залуч_INFN,['ть']
контрибуци_ADJF,['онн']
рябин_NOUN,['ник']
распин_INFN,['ть']
серьез_ADJF,"['н', 'ейш']"
бут_ADJF,['ов']
голуб_ADJS,['оньк']
пелен_NOUN,"['к', 'ни']"
кретон_NOUN,[]
сле_NOUN,['ист']
таблич_ADJF,['н']
ста_VERB,['л']
ми_INFN,['ть']
финанс_INFN,['ть']
шашн_NOUN,[]
великолеп_ADJF,['н']
чердач_ADJF,['н']
пассатиж_NOUN,[]
плашкоут_NOUN,[]
кабан_ADJF,['ий']
преимуществ_NOUN,[]
щириц_NOUN,[]
шеренож_ADJF,['н']
микроб_ADJF,['н']
алексин_NOUN,[]
м_NOUN,['аци']
грех_NOUN,['ост']
ес_ADJF,['н']
шпандор_PRTF,['енн']
батог_NOUN,[]
снаряд_ADJF,"['н', 'ов']"
гравит_ADJF,['онн']
донор_NOUN,['ств']
портплед_NOUN,[]
насущн_ADJF,[]
идиот_ADVB,['ск']
славян_INFN,['ть']
сироп_INFN,['ть']
скоморош_INFN,['ть']
протокол_INFN,['ть']
самурай_NOUN,[]
бекон_ADJF,['н']
суматош_INFN,['ть']
хахаль_NOUN,[]
траур_ADJF,['н']
довер_NOUN,"['и', 'ниц', 'тель']"
фармац_NOUN,"['и', 'ик', 'евт']"
упор_INFN,['ть']
бересклет_ADJF,['ов']
фебель_NOUN,[]
синтез_NOUN,['ни']
схим_INFN,['ть']
мошен_ADJF,['еск']
пяч_ADJF,['енн']
квал_PRTF,['нн']
суш_GRND,[]
резь_NOUN,['б']
щ_NOUN,[]
исчез_INFN,['ть']
апорт_ADJF,['ов']
боржом_NOUN,[]
пупыр_NOUN,['ышек']
фальш_NOUN,['к']
желонк_NOUN,[]
ужин_NOUN,[]
пасеч_NOUN,['ник']
досяг_ADJF,['ем']
уроч_NOUN,"['к', 'ищ']"
буркал_NOUN,[]
забот_ADJF,"['лив', 'н']"
портфель_ADJF,['н']
портулак_ADJF,['ов']
пиреней_ADJF,['ск']
лапсердак_NOUN,[]
поклад_ADJF,['ист']
даос_ADJF,['ск']
коопер_ADJF,['ивн']
стрихнин_NOUN,[]
фасон_NOUN,[]
рациональн_NOUN,['ость']
ребус_NOUN,[]
основ_PRTF,['нн']
острог_ADJF,['ов']
эпох_NOUN,[]
синдиц_PRTF,['нн']
тарельч_ADJF,['ат']
плоск_NOUN,['ость']
мущ_INFN,['ть']
калева_PRTF,['нн']
пакл_ADJF,['ян']
алк_NOUN,"['аш', 'ни']"
приим_ADJF,['н']
рант_NOUN,[]
расста_NOUN,['ни']
притч_INFN,['ть']
персонал_NOUN,[]
мичман_NOUN,['к']
шпион_INFN,['ть']
лучш_COMP,[]
начерт_PRTF,['нн']
обряд_ADJF,"['ов', 'еск']"
борожд_PRTF,['енн']
сейш_NOUN,[]
колач_NOUN,['ни']
лад_ADVB,"['ом', 'н']"
щук_NOUN,[]
маркизет_NOUN,[]
сундук_NOUN,[]
бирм_ADJF,['ск']
люцерн_NOUN,[]
заворот_NOUN,[]
сифон_NOUN,[]
саван_NOUN,[]
пролюви_ADJF,['альн']
мигр_ADJF,"['онн', 'ск']"
эласт_ADJF,"['н', 'еск']"
карборунд_ADJF,['ов']
патрици_NOUN,"['ат', 'к']"
четыр_ADVB,['жды']
кальян_NOUN,[]
вен_PRTF,"['анн', 'авш', 'ающ']"
птоз_NOUN,[]
скорбут_ADJF,['н']
исправ_ADJF,"['еск', 'ий']"
фортун_NOUN,[]
налог_NOUN,[]
карамор_NOUN,[]
жук_NOUN,[]
бух_ADJF,['л']
апроб_NOUN,"['аци', 'ни']"
ложемент_NOUN,[]
бумаг_NOUN,[]
эпигон_INFN,['ть']
довзыск_PRTF,['нн']
знак_ADJF,"['ов', 'ом']"
птиц_NOUN,[]
наем_ADJF,"['ий', 'еск', 'н']"
экспертиз_NOUN,[]
зате_NOUN,[]
макиавелл_NOUN,"['ист', 'изм']"
воск_NOUN,"['к', 'ниц']"
юбилей_ADJF,['н']
битум_NOUN,['аци']
русалк_NOUN,[]
температур_INFN,['ть']
стройн_NOUN,['ость']
абстрак_NOUN,"['ци', 'изм', 'ист']"
бы_VERB,['л']
стерил_INFN,['ть']
гонош_INFN,['ть']
пропаж_NOUN,[]
коммент_PRTF,['нн']
киль_NOUN,[]
смир_PRTS,['ен']
прачк_NOUN,[]
ыголь_ADJF,['н']
стади_NOUN,[]
прюнель_NOUN,[]
берд_ADJF,['ов']
снова_ADJF,['н']
созда_PRTF,"['вш', 'нн']"
средоточ_NOUN,"['ени', 'и']"
муравь_ADJF,['ин']
воевод_NOUN,['ств']
финифт_ADJF,"['ян', 'ев']"
филармони_NOUN,[]
лепт_ADJF,['еск']
мурмолк_NOUN,[]
мотыж_ADJF,['н']
пшен_ADJF,['н']
уряднич_ADJF,['ий']
рихт_ADJF,['н']
колер_INFN,['ть']
осен_PRTF,['енн']
франк_ADJF,"['ов', 'ск']"
настырн_ADJF,[]
траг_NOUN,"['ик', 'изм', 'и']"
трынк_NOUN,[]
эритр_NOUN,['ит']
собачь_ADVB,[]
облатк_NOUN,[]
пряч_PRTF,"['ий', 'ущ']"
израиль_ADJF,['ск']
бацбий_NOUN,['к']
черенк_ADJF,['ов']
диалог_NOUN,[]
сударь_NOUN,[]
спирит_NOUN,"['изм', 'ист', 'к']"
терц_NOUN,"['ин', 'ет', 'и']"
уведом_INFN,['ть']
табор_NOUN,[]
дроссел_NOUN,['ни']
овч_ADJF,['н']
разъя_INFN,['ть']
восьм_NUMR,['ер']
толокн_ADJF,['ян']
залп_ADJF,['ов']
слякот_ADJF,['н']
троакар_NOUN,[]
желон_NOUN,['щик']
холуй_ADJF,['ск']
круш_NOUN,"['ени', 'тель']"
вош_NOUN,['к']
катетер_INFN,['ть']
пардон_INTJ,[]
абиссальн_ADJF,[]
зябь_NOUN,[]
пасьянс_NOUN,[]
стрепет_NOUN,['енок']
дч_NOUN,['иц']
чащ_INFN,['ть']
княг_NOUN,['ин']
галазолин_ADJF,[]
краг_NOUN,[]
анестет_NOUN,['ик']
свобод_NOUN,"['тель', 'ниц']"
барахоль_ADJF,['н']
довле_INFN,['ть']
сво_ADJF,"['енн', 'ем']"
резекци_NOUN,[]
мытар_NOUN,['ств']
рраг_ADJF,['ическ']
опт_ADVB,['ом']
бекас_ADJF,['ин']
аншлюс_NOUN,[]
заня_ADJF,"['т', 'н']"
сизиф_NOUN,[]
благодуш_ADJF,['н']
подсоб_INFN,['ть']
никел_ADJF,"['н', 'ев', 'нн', 'ов']"
оправд_ADJF,['нн']
предмеч_NOUN,['ни']
мандат_ADJF,['н']
яшм_NOUN,[]
спарж_ADJF,['ев']
мошен_INFN,['ть']
трансферт_NOUN,[]
джип_NOUN,[]
аргал_NOUN,[]
известь_NOUN,[]
канонир_NOUN,[]
тук_PRTF,['т']
маляри_NOUN,[]
одинаков_ADJF,[]
биллион_ADJF,['н']
осан_ADJF,['ист']
мозоль_ADJF,['н']
обычн_NOUN,['ость']
богатыр_ADJF,['ск']
зоот_ADJF,['ическ']
фитил_NOUN,['ек']
скуч_NOUN,['ищ']
расправ_NOUN,[]
динамит_NOUN,['чик']
состяза_NOUN,['ни']
черкес_NOUN,['к']
легион_NOUN,['ер']
битенг_NOUN,[]
господин_NOUN,[]
интервент_NOUN,[]
масс_INFN,['ть']
суспензи_ADJF,['онн']
прорица_NOUN,"['тель', 'ниц', 'ни']"
парич_NOUN,['ок']
огнь_NOUN,[]
цук_INFN,['ть']
транзистор_NOUN,[]
рокфор_NOUN,[]
бам_ADJF,['ск']
саксауль_ADJF,['н']
прем_PRTF,['нн']
тиун_ADJF,['ск']
карачаев_NOUN,"['к', 'ец']"
трус_ADJF,"['лив', 'оват']"
верб_ADJF,"['н', 'ов']"
шандал_NOUN,[]
саксофон_NOUN,[]
плева_PRTF,['нн']
пест_INFN,['ть']
шлам_NOUN,[]
осетр_NOUN,['ин']
мародер_NOUN,"['ств', 'к']"
манускрипт_NOUN,[]
бахил_NOUN,[]
дешевл_NOUN,['ени']
франч_PRTF,['енн']
зауряд_ADJF,['н']
горизонт_ADJF,"['н', 'альн']"
так_INFN,['ть']
линолеум_NOUN,[]
кид_ADVB,['у']
паразит_ADJF,"['ическ', 'н', 'арн']"
прихоть_NOUN,[]
форд_NOUN,"['ик', 'изм']"
ножовк_NOUN,[]
ерунд_ADJF,"['ск', 'ов']"
кущ_NOUN,['ени']
канистр_NOUN,[]
пург_NOUN,[]
кандиль_NOUN,[]
капот_NOUN,['аж']
аскол_NOUN,"['ни', 'аци']"
тюфяч_ADJF,['н']
сердит_ADJF,[]
не_INFN,['ть']
пункци_NOUN,[]
булавоч_NOUN,['ниц']
альбом_NOUN,[]
найтовл_PRTF,['енн']
мотоцикл_ADJF,['н']
палитр_NOUN,[]
хвор_NOUN,"['ость', 'об']"
галантн_NOUN,['ость']
реверс_NOUN,['ни']
аш_NOUN,"['еньк', 'к']"
штал_ADJF,['ск']
пижм_NOUN,[]
оранжере_NOUN,[]
ассортимент_NOUN,[]
дрифтер_NOUN,[]
богат_INFN,['ть']
джентльмен_ADJF,['ск']
филател_NOUN,"['изм', 'ист']"
соус_ADJF,['н']
улан_ADJF,['ск']
коллоид_ADJF,"['альн', 'н']"
менстру_NOUN,['аци']
клоч_ADJF,"['оват', 'енн']"
звол_PRTF,['енн']
экстерн_NOUN,"['ом', 'ат']"
девять_NUMR,[]
утверд_INFN,['ть']
виль_INFN,"['ть', 'н']"
тираж_PRTF,['нн']
барбарис_NOUN,"['ник', 'к']"
фортепьян_ADJF,['н']
каданс_NOUN,[]
фронд_NOUN,"['к', 'ер', 'ств']"
хорт_NOUN,[]
найм_ADVB,[]
повин_INFN,['ть']
при_ADJF,['н']
вертлюг_NOUN,[]
пендр_INFN,['ть']
пеньк_NOUN,[]
сабот_INFN,['ть']
предвосхищ_PRTF,['енн']
голод_PRTF,['ющ']
кирк_PRTF,['нн']
скар_NOUN,"['аци', 'атор']"
кулинар_NOUN,"['и', 'к']"
нулл_PRTF,['нн']
литурги_NOUN,[]
вороб_ADJS,['к']
молож_COMP,[]
хонинг_ADJF,['н']
строж_NOUN,['к']
трет_PRTF,['нн']
аппетит_NOUN,"['ик', 'ост']"
сабур_NOUN,[]
эпопе_NOUN,[]
энциклопеди_NOUN,[]
пифагор_NOUN,"['ец', 'ов', 'изм']"
путч_ADJF,['ск']
заблагорассуд_INFN,['ть']
туфл_NOUN,[]
калифорн_NOUN,['ий']
компаний_NOUN,['к']
архалук_NOUN,[]
блес_INFN,"['ть', 'н']"
лепеч_PRTF,['ущ']
казаш_NOUN,['к']
сив_ADJF,[]
актр_NOUN,['ис']
грязь_NOUN,[]
капитул_NOUN,"['яци', 'ств', 'янт']"
фирм_ADJF,['енн']
мембран_ADJF,['н']
диамант_NOUN,[]
лаз_PRTF,"['ющ', 'ящ', 'нн']"
шамот_ADJF,['н']
городь_NOUN,['б']
миндаль_ADJF,['н']
дрем_ADJF,"['уч', 'н']"
препира_NOUN,['ств']
дауэс_NOUN,['аци']
мензурк_NOUN,[]
нуг_NOUN,[]
баллист_ADJF,['еск']
басмач_ADJF,['еск']
челн_NOUN,"['ок', 'ниц', 'ник', 'к']"
бо_ADJS,['ек']
мотель_NOUN,[]
готтентот_ADJF,['ск']
клиш_NOUN,[]
ангин_NOUN,[]
крот_ADJF,"['им', 'ов', 'ий']"
сосен_NOUN,['к']
парализ_INFN,['ть']
комисси_INFN,['ть']
местоимен_ADJF,['н']
аляповат_ADJF,[]
ментол_ADJF,['ов']
свитер_NOUN,[]
чучел_NOUN,[]
граб_INFN,"['ть', 'ан']"
гальк_NOUN,[]
сталин_ADJS,['ист']
лень_NOUN,[]
выраж_INFN,['ть']
бод_INFN,"['ть', 'ан', 'н']"
як_NOUN,[]
врангел_NOUN,"['ец', 'щин']"
намек_NOUN,[]
бра_ADJF,['нн']
скиф_NOUN,[]
кресель_ADJF,['н']
андант_ADJF,[]
батиаль_NOUN,[]
мечт_ADJF,['тельн']
пифагор_ADJF,['ск']
притч_NOUN,[]
фискал_INFN,['ть']
тещ_NOUN,[]
ящик_NOUN,[]
ведомств_ADJF,['енн']
слез_ADJS,['оньк']
снох_ADJF,['еск']
щур_PRTF,['енн']
баритон_ADJF,"['ов', 'н']"
ярч_COMP,[]
пособ_INFN,['ть']
порталь_ADJF,['н']
стез_NOUN,[]
рицин_NOUN,['ин']
фермент_ADJF,"['н', 'ивн', 'онн']"
митрополич_NOUN,['ий']
оправ_ADJF,['н']
незадач_ADJF,['лив']
купе_ADJF,['н']
ясмин_NOUN,[]
орнис_NOUN,[]
вожж_NOUN,[]
стеньг_NOUN,[]
штиль_NOUN,[]
успе_PRTF,['ющ']
шалбер_INFN,['ть']
меланж_NOUN,['ер']
легч_COMP,[]
пасквил_NOUN,['янт']
фаринг_NOUN,['ит']
морщ_ADJF,"['ист', 'енн']"
пороч_ADJF,['н']
карас_ADJF,"['ин', 'ев', 'ий']"
архимандрит_NOUN,[]
сель_ADJF,['ск']
балл_NOUN,[]
пышн_ADJF,[]
манчестер_NOUN,['ств']
серб_ADJF,['ск']
обморок_NOUN,[]
табель_ADJF,['н']
тис_NOUN,[]
лузг_PRTF,['нн']
луидор_NOUN,[]
настурци_NOUN,[]
боль_INFN,['ть']
суматох_NOUN,[]
пальмир_NOUN,[]
рыг_NOUN,['ни']
пикр_NOUN,['ин']
валун_NOUN,[]
юр_ADJF,"['к', 'ск']"
брехер_NOUN,['ств']
фосфор_INFN,['ть']
наряж_PRTF,['енн']
сигналь_NOUN,['щик']
лиз_ADJF,['н']
нож_PRTF,['енн']
миллиард_NOUN,"['ш', 'ер']"
предикат_NOUN,['ость']
мыльч_COMP,[]
негод_NOUN,"['ств', 'яй', 'к']"
баклажан_NOUN,['чик']
кхмер_NOUN,['к']
подхалюз_INFN,['ть']
эскалатор_ADJF,['н']
бегони_NOUN,[]
больш_PRTF,['нн']
акул_ADJF,"['ий', 'ые']"
кочеч_ADJF,['н']
руч_ADJS,['ист']
выруч_PRTF,['енн']
импер_ADJF,"['ск', 'ивн', 'еск']"
орочон_NOUN,[]
резолют_ADJF,['ивн']
дет_ADVB,['ск']
парусин_ADJF,"['ов', 'н']"
тождествл_INFN,['ть']
вест_ADJS,['им']
спираль_ADJF,['н']
чред_NOUN,[]
барач_ADJF,['н']
анаш_ADJS,['ист']
неприкаянн_NOUN,['ость']
диадем_NOUN,[]
роял_NOUN,"['ист', 'к', 'изм']"
услови_NOUN,[]
чурбак_NOUN,[]
макушк_NOUN,[]
арат_NOUN,[]
коллаборацион_ADJF,['ск']
клерова_NOUN,['ни']
куроч_ADJF,['н']
заурядн_ADJF,[]
фазан_NOUN,"['ые', 'арий']"
муз_NOUN,[]
корчем_NOUN,"['ник', 'ств', 'ниц']"
круч_NOUN,"['ни', 'ени', 'к', 'и', 'ост']"
ветвл_PRTF,['енн']
жадн_NOUN,['ость']
вьюж_INFN,['ть']
фольг_NOUN,[]
обман_ADJF,"['н', 'ов']"
копейк_NOUN,[]
аванс_NOUN,"['ни', 'ик']"
ненаст_INFN,['ть']
кариес_NOUN,[]
зрачк_ADJF,['ов']
квохт_INFN,['ть']
форточ_ADJF,['н']
хлам_NOUN,[]
шельм_ADJF,"['оват', 'ск']"
мандат_NOUN,['арий']
лавр_NOUN,[]
утл_ADJF,[]
вензель_NOUN,[]
пядь_NOUN,[]
капраль_ADJF,['ск']
уругва_NOUN,['ец']
фратр_NOUN,['и']
зубр_ADJF,['ов']
досто_PRTF,['енн']
смарагд_NOUN,[]
верг_ADJF,"['н', 'ий']"
ассигн_ADJF,['онн']
досоч_NOUN,['к']
нежн_NOUN,['ость']
багаж_NOUN,['ник']
озар_PRTF,['енн']
компот_NOUN,[]
хроник_ADJF,['альн']
кандал_NOUN,[]
пряжеч_ADJF,['н']
болгар_ADVB,['ск']
цыган_ADJF,"['ск', 'ист']"
мохн_NOUN,['ач']
ракурс_NOUN,[]
ротмистр_ADJF,['ск']
нигерий_NOUN,['к']
саламандр_NOUN,[]
болваш_NOUN,['к']
чихвост_INFN,['ть']
изящ_NOUN,['еств']
откровенн_NOUN,['ни']
румын_NOUN,['к']
порт_PRTF,"['нн', 'ивш', 'ящ']"
декольт_INFN,['ть']
удмурт_ADJF,['ск']
доск_NOUN,[]
соп_INFN,['ть']
иллюмин_PRTF,['нн']
трог_ADJF,['тельн']
диоптр_NOUN,"['ик', 'и']"
чуйк_NOUN,[]
пригож_NOUN,"['еств', 'есть']"
госпитал_NOUN,['аци']
сак_NOUN,[]
кураж_NOUN,[]
эмфизем_NOUN,[]
прет_INFN,['ть']
височ_ADJF,['н']
плошк_NOUN,[]
журнал_ADJF,['ск']
макиавелл_ADJF,"['ск', 'ическ']"
контрол_NOUN,['ер']
реляци_NOUN,[]
испещр_PRTF,['енн']
гуттаперч_NOUN,[]
трезвл_NOUN,['ени']
дрожк_NOUN,[]
верблюж_ADJF,['ий']
кахетин_NOUN,"['к', 'ец']"
тесем_NOUN,['к']
гаубиц_NOUN,[]
акцент_NOUN,"['аци', 'к', 'атор', 'ани']"
ыр_NOUN,['ник']
на_PRCL,[]
выхухоль_ADJF,['н']
тушь_NOUN,[]
баб_INFN,['ть']
бурьян_ADJF,['н']
до_ADJF,"['ен', 'н']"
предвар_ADJF,['тельн']
арбитр_ADJF,['н']
филлит_NOUN,[]
эталон_ADJF,['н']
поли_NOUN,['и']
каузальн_ADJF,[]
тяг_ADJS,"['н', 'л']"
браунинг_NOUN,[]
жаб_ADJF,['ий']
престоль_ADJF,['н']
анестез_NOUN,"['и', 'ин']"
вакханаль_ADJF,['н']
конъюнктур_ADJF,['н']
полтин_NOUN,['ник']
аккурат_NOUN,"['ист', 'к', 'ост']"
кросс_NOUN,['к']
гресси_NOUN,[]
мерсер_NOUN,['аци']
ух_ADJF,[]
речитатив_NOUN,[]
заимств_NOUN,['ни']
индукт_ADJF,['ивн']
ханж_NOUN,['еств']
аматер_NOUN,['к']
аннекс_INFN,['ть']
груст_NOUN,['инк']
апостоль_ADJF,['ск']
эмпир_NOUN,"['ик', 'изм', 'ость']"
регламент_INFN,['ть']
муар_ADJF,['ов']
улуч_PRTF,['енн']
мартышеч_ADJF,['ий']
дизел_NOUN,['ист']
сажд_NOUN,['ени']
консистент_ADJF,['н']
дерг_ADJF,['н']
куз_NOUN,"['ин', 'ен']"
ныр_ADJF,['лив']
надфиль_NOUN,[]
бутыль_INFN,['ть']
кьят_NOUN,[]
лагер_NOUN,['ник']
толч_NOUN,"['е', 'ени', 'к', 'ок']"
субтильн_ADJF,[]
сарж_NOUN,[]
нейтр_ADJF,"['н', 'инн', 'онн']"
стерег_ADJF,['ий']
хорош_ADVB,['еньк']
колаш_INFN,['ть']
гестап_ADJF,['ск']
уж_ADVB,[]
триктрак_NOUN,[]
монист_NOUN,[]
битини_NOUN,[]
вестфаль_ADJF,['ск']
рычаж_NOUN,['ок']
пончик_ADJF,['ов']
буч_ADJF,['н']
консульт_ADJF,"['онн', 'ск', 'ивн']"
клозет_NOUN,[]
ликвид_INFN,['ть']
батуд_ADJS,['ист']
лип_PRTF,"['вш', 'ий', 'ш', 'авш', 'ающ', 'ущ']"
мышк_NOUN,[]
бабб_NOUN,['ит']
санскрит_ADJF,['ск']
портулак_NOUN,[]
еж_PRTF,['енн']
скриптум_NOUN,[]
буфет_ADJF,['н']
плунжер_ADJF,['н']
фитюльк_NOUN,[]
вахмистр_ADJF,['ск']
тен_PRTF,"['енн', 'ющ']"
раб_INFN,['ть']
заводь_NOUN,[]
журь_NOUN,['б']
блек_ADJF,['л']
с_PREP,[]
принтер_ADJF,['н']
сажд_PRTF,"['енн', 'авш', 'ающ', 'аем']"
коллим_NOUN,"['атор', 'аци']"
индюк_NOUN,[]
эгид_NOUN,[]
кадоч_NOUN,['к']
кнехт_NOUN,[]
натр_ADJF,"['ев', 'ов']"
натюрморт_NOUN,[]
палладиум_NOUN,[]
армен_NOUN,"['ист', 'ик']"
школ_ADJF,['ск']
шерсть_NOUN,[]
колонк_ADJF,['ов']
кольч_ADJF,"['ат', 'н']"
клистир_ADJF,['н']
чечен_ADJF,['ск']
уязвл_INFN,['ть']
изнур_PRTF,['ющ']
мяу_INTJ,[]
барак_NOUN,[]
косач_NOUN,[]
кращ_ADJF,"['енн', 'ающ']"
выч_ADJF,['н']
имент_ADJF,['н']
моль_ADVB,['ск']
вымпель_ADJF,['н']
мошеннич_INFN,['ть']
очерк_NOUN,"['к', 'ист']"
покус_NOUN,[]
линч_NOUN,['ни']
мажар_NOUN,[]
равнодуш_INFN,['ть']
гибь_NOUN,[]
разбой_INFN,['ть']
пунш_NOUN,[]
бахром_NOUN,['к']
погреб_INFN,['ть']
тиск_ADJF,['н']
гиджак_NOUN,[]
каланч_NOUN,[]
ритуаль_ADJF,['н']
перманент_NOUN,[]
мельтеш_INFN,['ть']
скабл_NOUN,['ни']
кладий_NOUN,[]
экструз_NOUN,['и']
дворь_NOUN,[]
салазк_ADJF,['ов']
ретуш_ADJF,['н']
мусор_NOUN,['щик']
лошад_INFN,['ть']
микс_NOUN,"['ер', 'ом']"
ряб_NOUN,"['чик', 'ух', 'ин', 'к']"
клеть_NOUN,['ев']
скирд_NOUN,['ни']
топи_INFN,['ть']
преображ_PRTF,['енн']
контрассигн_PRTF,['нн']
что_ADJF,['н']
гангстер_ADJF,['ск']
подня_NOUN,"['ость', 'ти']"
брейк_NOUN,[]
жр_ADJF,['еск']
теребл_ADJF,['ен']
констат_PRTF,['нн']
парадокс_ADJF,['альн']
пуль_NOUN,['к']
сублим_ADJF,['онн']
стриг_VERB,[]
вон_NOUN,"['к', 'и', 'ищ']"
сяд_NOUN,['к']
пленэр_NOUN,[]
латвий_ADJF,['ск']
юкагир_NOUN,['к']
таблетк_NOUN,[]
морж_ADJF,['ов']
готавл_NOUN,['ни']
благосостояни_NOUN,[]
сволоч_ADJF,['н']
барабульк_NOUN,[]
седьм_NOUN,[]
щепетильн_ADJF,[]
ирод_NOUN,[]
кинжал_NOUN,[]
рос_INFN,['ть']
велюр_NOUN,[]
богат_NOUN,"['тель', 'к']"
каяк_NOUN,[]
мураш_NOUN,['к']
вербов_NOUN,"['щик', 'щиц']"
ляпис_NOUN,[]
эксплиц_INFN,['ть']
лимон_ADJF,['н']
логарифм_INFN,['ть']
молвь_NOUN,[]
суспенд_INFN,['ть']
ленчик_NOUN,[]
сургуч_NOUN,['ик']
отча_NOUN,"['ость', 'ни']"
шиворот_NOUN,[]
поган_NOUN,"['к', 'ец']"
тигель_NOUN,[]
редут_NOUN,[]
производ_INFN,['ть']
вульгар_PRTF,['нн']
бяз_ADJF,['ев']
присяж_NOUN,['н']
дефицит_ADJF,['н']
личин_ADJF,['н']
валуй_NOUN,[]
регот_INFN,['ть']
заглавл_INFN,['ть']
коринф_ADJF,['ск']
доскональн_ADJF,[]
тисн_PRTF,['енн']
крачк_NOUN,[]
гладиатор_ADJF,['ск']
кнессет_NOUN,[]
обойм_NOUN,[]
русл_NOUN,[]
компромисс_NOUN,[]
шалман_NOUN,[]
комм_NOUN,[]
хмел_PRTF,['енн']
медиев_NOUN,"['ик', 'ист']"
блик_ADJF,['ов']
хво_NOUN,[]
удод_ADJF,['ов']
лощин_NOUN,['к']
мани_ADJF,['альн']
вспыль_ADJF,['чив']
кобен_INFN,['ть']
аймак_ADJF,['ов']
кисел_NOUN,"['ек', 'ик']"
симпат_INFN,['ть']
миазм_NOUN,[]
топор_ADJF,['н']
свадеб_ADJF,['н']
удэгей_NOUN,['к']
мобиль_ADJF,['н']
тле_NOUN,"['ни', 'н']"
фуганоч_ADJF,['н']
ял_ADJF,['н']
предрек_PRTF,['ш']
брюх_INFN,['ть']
каземат_PRTF,['нн']
бь_ADJF,['ий']
гортан_NOUN,['ник']
претор_ADJF,['ск']
евнух_NOUN,[]
портативн_NOUN,['ость']
произвест_INFN,['и']
бис_INFN,['ть']
кухон_ADJF,['н']
цветь_NOUN,[]
катар_NOUN,[]
англ_PRTF,['нн']
проповед_INFN,['ть']
шелест_NOUN,[]
студент_NOUN,['к']
ахвах_ADJF,['ск']
проч_NOUN,['ени']
франц_NOUN,"['уз', 'ий']"
награжд_NOUN,['ени']
поваж_INFN,['ть']
склиз_NOUN,[]
калин_ADJF,['ов']
министр_NOUN,"['атор', 'аци']"
утюж_ADJF,['ен']
армюр_NOUN,[]
резч_COMP,[]
сырть_NOUN,[]
ветш_COMP,[]
бурл_INFN,['ть']
сундуч_NOUN,"['ишк', 'ок']"
затрапез_NOUN,[]
гени_NOUN,['ость']
аппендикс_NOUN,[]
литург_ADJF,['ическ']
мил_PRTF,"['нн', 'ующ', 'явш', 'яющ']"
метод_ADJF,"['ск', 'ичн', 'ическ', 'еск']"
ивл_ADJF,['енн']
коловорот_NOUN,[]
гардин_NOUN,[]
щуч_NOUN,['к']
эльф_NOUN,[]
пей_ADJF,['н']
визор_ADJF,['н']
аул_NOUN,[]
прия_INFN,['ть']
мускат_NOUN,['ель']
фейервероч_ADJF,['н']
шампан_ADJF,['ск']
ирид_NOUN,['ий']
систем_ADJF,"['н', 'ичн', 'анн', 'еск']"
гип_ADJF,['н']
инструмент_PRTF,['нн']
коловрат_ADJF,['н']
упо_INFN,['ть']
президент_NOUN,"['ш', 'ств']"
свад_NOUN,['к']
пряс_NOUN,"['иц', 'л']"
чемпион_ADJF,['ск']
мэтр_NOUN,[]
профил_NOUN,"['к', 'ни', 'ани']"
ведьм_ADJF,['ск']
тук_INFN,['ть']
рык_NOUN,['ни']
танин_NOUN,[]
флаттер_NOUN,[]
магм_NOUN,[]
гастр_ADJF,['еск']
дешевл_INFN,['ть']
апартамент_NOUN,[]
экстракц_ADJF,['онн']
серн_ADJS,[]
ду_GRND,['в']
приуроч_PRTF,['енн']
копееч_NOUN,"['ник', 'к']"
полын_NOUN,"['ок', 'к']"
излож_PRTF,['енн']
авгур_NOUN,[]
паланкин_NOUN,[]
артикул_NOUN,['яци']
импон_PRTF,['ющ']
трепещ_ADJF,['ущ']
глоб_NOUN,"['оид', 'и', 'изм', 'ист', 'ик', 'ост', 'ус']"
путин_NOUN,[]
полк_ADJF,"['ий', 'ов']"
ханурик_NOUN,[]
рюх_NOUN,[]
рикошет_INFN,['ть']
русалоч_ADJF,"['ий', 'н']"
рефрижератор_NOUN,[]
уретр_NOUN,['ит']
капилляр_NOUN,['ость']
плат_PRTF,"['нн', 'ивш', 'ящ']"
эмблем_NOUN,[]
тир_PRTF,['нн']
лепр_NOUN,['орий']
вагран_NOUN,"['к', 'щик']"
лебед_ADJF,"['ин', 'ые']"
трафарет_INFN,['ть']
навт_ADJF,['еск']
волют_NOUN,[]
сумбур_NOUN,[]
стрек_ADJF,['тельн']
ставрид_NOUN,['к']
каутск_NOUN,"['ец', 'ств']"
долж_ADJS,['ен']
каверз_ADJF,['н']
инициал_INFN,['ть']
ду_VERB,['л']
жадн_ADJF,[]
