root,prefixes
легитим_ADJF,[]
чтоб_CONJ,[]
пакет_INFN,[]
паштет_NOUN,[]
элятив_NOUN,[]
батист_ADJF,[]
пресвитер_NOUN,[]
спонсор_NOUN,[]
аеч_NOUN,[]
джунгл_NOUN,[]
киммер_NOUN,[]
олеандр_NOUN,[]
эф_NOUN,[]
симул_PRTF,[]
кишмиш_NOUN,[]
ирбис_NOUN,[]
маракова_INFN,[]
парик_NOUN,[]
спектив_NOUN,[]
апокриф_ADJF,[]
комисс_INFN,[]
сочета_INFN,[]
глаз_PRTF,[]
мешк_NOUN,[]
режисс_INFN,['с']
тоталитар_NOUN,[]
тайфун_NOUN,[]
испан_ADVB,['по']
наждач_NOUN,[]
лосн_PRTF,['за']
лоцман_NOUN,[]
комплемент_ADJF,[]
выдр_ADJF,[]
арб_NOUN,[]
длань_NOUN,[]
пропал_ADVB,['на']
рулад_NOUN,[]
истошн_ADJF,[]
латентн_NOUN,[]
глазет_NOUN,[]
тожеств_NOUN,[]
лютн_ADJF,[]
камзоль_ADJF,[]
прокур_ADJF,[]
контрамароч_ADJF,[]
эпендим_NOUN,[]
кочегар_ADJF,[]
перистальтич_ADJF,[]
ботфорт_NOUN,[]
ой_INFN,[]
комфорт_NOUN,['дис']
ящер_ADJF,[]
канат_NOUN,[]
пируэт_NOUN,[]
ламин_NOUN,[]
плас_INFN,[]
поплин_ADJF,[]
шелудив_INFN,"['о', 'за']"
кювет_NOUN,[]
ульч_ADJF,[]
тождествл_PRTF,['о']
нив_NOUN,[]
стержн_ADJF,[]
туй_NOUN,[]
бод_PRTF,"['про', 'за', 'из', 'по']"
свет_ADJS,['до']
корабель_NOUN,[]
цитрус_ADJF,[]
триб_NOUN,[]
гость_NOUN,[]
бойч_COMP,[]
держав_ADJF,[]
лукошк_NOUN,[]
понев_NOUN,[]
колумб_NOUN,[]
умбр_NOUN,[]
бы_CONJ,[]
мерзк_ADJF,['пре']
козырек_NOUN,[]
индейк_NOUN,[]
дротик_NOUN,[]
ухар_NOUN,[]
хляб_ADJF,[]
реклам_PRTF,['раз']
сатан_INFN,['о']
сонь_NOUN,[]
талк_ADJF,['от']
траль_NOUN,[]
брав_ADJF,[]
латеральн_ADJF,[]
барабан_PRTF,"['от', 'про']"
вепс_ADJF,[]
гон_PRTF,"['за', 'пере', 'под', 'с', 'у']"
бруцелл_NOUN,[]
ымит_INFN,['с']
гляд_GRND,[]
упред_INFN,[]
домбр_NOUN,[]
одухотвор_INFN,[]
бок_PRED,['по']
докук_NOUN,[]
релятив_ADJF,[]
христ_PRTF,[]
бидон_ADJF,[]
пилик_PRTF,['про']
бутадиен_ADJF,[]
льст_ADJF,"['обо', 'пре']"
верь_NOUN,['по']
воодушевл_INFN,[]
феникс_NOUN,[]
ягноб_NOUN,[]
шербет_NOUN,[]
пример_ADJF,['бес']
портрет_ADJF,[]
джонатан_NOUN,[]
аборт_ADJF,[]
марсельез_NOUN,[]
заяч_ADJF,[]
мундштук_NOUN,[]
апельсин_ADJF,[]
кондитер_NOUN,[]
твист_NOUN,[]
чарт_NOUN,[]
шторм_ADJF,[]
глод_NOUN,"['о', 'об']"
анализ_ADJF,[]
автобус_NOUN,[]
призрак_NOUN,[]
плы_PRTF,[]
чван_NOUN,[]
бекон_NOUN,[]
пралин_ADJF,[]
журналь_NOUN,[]
фукс_NOUN,[]
хряс_INFN,[]
альон_NOUN,[]
предмет_INFN,['о']
огуреч_ADJF,[]
гарем_NOUN,[]
демиург_NOUN,[]
фиде_ADJF,[]
вевериц_NOUN,[]
стаханов_ADJF,[]
сцинтилл_ADJF,[]
сумч_ADJF,[]
фузи_NOUN,[]
крамоль_INFN,[]
геро_ADJF,[]
февраль_NOUN,[]
драм_ADJF,[]
рубид_ADJF,[]
вальяжн_ADJF,[]
дедик_NOUN,[]
транспир_ADJF,[]
септ_NOUN,['анти']
мусават_NOUN,[]
судак_NOUN,[]
латын_NOUN,[]
леопард_ADJF,[]
плесн_INFN,"['за', 'про']"
скобл_NOUN,[]
субстантив_NOUN,[]
жерд_ADJF,[]
голен_ADJF,[]
хрущ_NOUN,[]
питомнич_ADJF,[]
гайк_NOUN,['контр']
бреж_NOUN,['без']
карандаш_NOUN,[]
замби_NOUN,[]
обыч_ADJF,[]
изгой_NOUN,[]
гамак_NOUN,[]
спес_ADJF,[]
душк_NOUN,[]
воспря_INFN,[]
словен_ADVB,['по']
силуэт_NOUN,[]
дубин_ADJF,[]
европ_ADVB,['по']
дистинкц_NOUN,[]
жимолость_NOUN,[]
кекс_NOUN,[]
бандаж_NOUN,[]
ымпровиз_PRTF,['с']
мыль_ADJF,[]
сомат_NOUN,[]
тачеч_ADJF,[]
орок_ADJF,[]
экспропри_NOUN,[]
калев_NOUN,[]
экслибрис_NOUN,[]
бий_ADJF,['у']
продель_ADJF,[]
кремль_NOUN,[]
нежен_NOUN,[]
смач_ADJF,[]
бственн_NOUN,['со']
вир_ADJF,['за']
молач_NOUN,"['вы', 'на']"
уны_ADJF,"['не', 'за']"
храм_INFN,"['по', 'при']"
риб_NOUN,[]
презерватив_ADJF,[]
кейс_NOUN,[]
чифирь_NOUN,[]
джин_NOUN,[]
атак_INFN,['контр']
чебак_NOUN,[]
репродукт_ADJF,[]
пудр_ADJF,[]
лодыр_INFN,[]
соображ_INFN,[]
севрюг_NOUN,[]
обшлаж_NOUN,[]
саеч_ADJF,[]
венгер_NOUN,[]
сподвиж_NOUN,[]
фиг_ADJF,[]
спока_INFN,['у']
бужен_NOUN,[]
тягч_INFN,[]
лицедей_INFN,[]
зар_NOUN,[]
удобр_ADJF,[]
агул_NOUN,[]
наблюд_NOUN,[]
физиогном_ADJF,[]
илон_NOUN,[]
каламянк_ADJF,[]
жиж_ADJF,['о']
подошв_ADJF,[]
стеллит_NOUN,[]
суппорт_ADJF,[]
косм_PRTF,"['вс', 'рас']"
валерьян_NOUN,[]
енц_ADJF,[]
гнусь_NOUN,[]
дядь_NOUN,[]
парч_NOUN,[]
спинальн_ADJF,[]
гланд_NOUN,[]
аур_NOUN,[]
псалм_NOUN,[]
дупел_ADJF,[]
древ_INFN,['о']
гаер_INFN,[]
контрапост_NOUN,[]
флигел_NOUN,[]
рт_NOUN,[]
диалект_ADJF,['анти']
дань_NOUN,[]
хрыч_NOUN,[]
зуммер_NOUN,[]
ром_NOUN,[]
субсиди_NOUN,[]
лунь_NOUN,[]
высоч_NOUN,[]
спраш_NOUN,['вы']
шпандор_INFN,['при']
излож_INFN,[]
кебаб_NOUN,[]
праведн_NOUN,[]
пауч_ADJF,[]
жупел_NOUN,[]
арав_ADJF,[]
встреч_ADJF,[]
пальм_ADJF,[]
эспад_NOUN,[]
сандал_ADJF,[]
колор_NOUN,[]
бухгалтер_ADJF,[]
фальс_ADJF,[]
амикошон_NOUN,[]
авест_ADJF,[]
мог_PRED,"['не', 'в']"
причин_INFN,[]
палаш_NOUN,[]
патримоний_NOUN,[]
чарльстон_NOUN,[]
подсобл_INFN,[]
подбородоч_NOUN,[]
щелоч_NOUN,[]
призр_INFN,[]
совращ_PRTF,[]
шпинат_ADJF,[]
глаж_ADJF,[]
кв_NOUN,[]
вл_ADJF,['об']
утюг_NOUN,[]
аркан_ADJF,[]
аудиенци_NOUN,[]
ракель_NOUN,[]
изюм_ADJF,[]
корреспонд_INFN,[]
чиви_NOUN,[]
порск_INFN,[]
бочаг_NOUN,[]
бред_ADJF,[]
каюр_NOUN,[]
привет_INFN,['по']
крылеч_NOUN,[]
текстур_ADJF,[]
хлопч_ADJF,[]
консеквентн_ADJF,[]
семь_NUMR,[]
тучн_ADJF,[]
пресвитер_ADJF,[]
шор_ADJF,['за']
препятств_INFN,[]
тунеяд_INFN,[]
сульф_PRTF,[]
урн_NOUN,[]
кощей_NOUN,[]
иссим_ADJF,[]
сигнатур_ADJF,[]
левкой_NOUN,[]
свеж_PRTF,['о']
лилипут_NOUN,[]
хрумк_INFN,['с']
рыг_PRTF,"['с', 'от']"
сангвиник_NOUN,[]
ящич_ADJF,[]
вафель_ADJF,[]
картуз_NOUN,[]
уток_NOUN,[]
завист_NOUN,[]
ац_ADVB,['по']
дербенник_NOUN,[]
полош_PRTF,"['пере', 'вс']"
сейнер_NOUN,[]
бильярд_ADJF,[]
турнир_ADJF,[]
уведом_ADJF,[]
дышл_ADJF,[]
крушин_ADJF,[]
флаж_ADJF,[]
метлах_ADJF,[]
гофр_PRTF,['на']
мят_ADJS,[]
пневмон_NOUN,[]
шаблон_ADJF,[]
твид_NOUN,[]
стаханов_NOUN,[]
ват_ADJF,[]
эскиз_ADJF,[]
холм_INFN,[]
папирос_NOUN,[]
пяд_NOUN,[]
бульк_INFN,['по']
гусенич_NOUN,[]
фиксол_ADJF,[]
кальсон_NOUN,[]
панель_ADJF,[]
голланд_NOUN,[]
штуков_NOUN,[]
фурнитур_NOUN,[]
лосос_NOUN,[]
майонез_ADJF,[]
сычуж_ADJF,[]
экстрем_ADJF,[]
кошом_ADJF,[]
переж_ADJF,['у']
допинг_NOUN,[]
колор_ADJF,[]
син_ADVB,['до']
радуг_NOUN,[]
пырей_NOUN,[]
традици_ADJF,['не']
шланг_NOUN,[]
сайд_NOUN,[]
лось_NOUN,[]
практ_PRTF,[]
бакен_NOUN,[]
благоприят_NOUN,[]
фарт_INFN,['по']
ковбой_ADJF,[]
обсерватор_NOUN,[]
глубоч_ADJF,[]
каркас_NOUN,[]
сюртуч_NOUN,[]
пасквиль_NOUN,[]
котл_ADJF,[]
тро_ADJF,['не']
горазд_ADJS,[]
бургунд_ADJF,[]
переплева_INFN,[]
произвед_ADJF,[]
администр_INFN,['пере']
бушлат_ADJF,[]
жарч_COMP,[]
контраст_INFN,[]
возмезд_ADJF,['без']
графин_NOUN,[]
мишур_NOUN,[]
девяност_ADJF,[]
балов_ADJF,[]
жмудь_NOUN,[]
антрепренер_NOUN,[]
мерлушк_ADJF,[]
шнеллер_NOUN,[]
рань_COMP,['по']
аорт_NOUN,[]
пойм_NOUN,[]
ренессанс_NOUN,[]
кудл_ADJF,[]
сырь_NOUN,[]
упраздн_PRTF,[]
тау_ADJF,[]
кувшинк_NOUN,[]
пальп_NOUN,[]
делег_INFN,[]
дрыг_INFN,['за']
казнь_NOUN,[]
майолик_NOUN,[]
грейд_INFN,[]
ботинк_NOUN,['у']
удоб_NOUN,['не']
инцидент_NOUN,[]
беж_INFN,"['по', 'вы', 'в', 'вз', 'до', 'за', 'из', 'на', 'об', 'о', 'от', 'пере', 'под', 'при', 'про', 'раз', 'с', 'у']"
матич_ADJF,[]
проч_ADJF,[]
глуб_ADJF,['у']
брус_INFN,[]
чулоч_NOUN,[]
мышеч_ADJF,"['в', 'под']"
гиб_PRTF,['по']
миткаль_ADJF,[]
веер_ADJF,[]
хляст_PRTF,[]
мангал_NOUN,[]
пичуг_NOUN,[]
профан_NOUN,[]
благолеп_ADJF,[]
ворач_NOUN,"['вы', 'раз', 'на', 'пере', 'по', 'при', 'про']"
пассер_NOUN,[]
ассист_ADJF,[]
краплак_NOUN,[]
лаж_ADJF,['с']
настро_NOUN,[]
ради_INFN,[]
кап_ADJF,[]
щад_INFN,['по']
перг_NOUN,[]
от_PREP,[]
гоминьдан_ADJF,[]
прагмат_ADJF,[]
аргус_NOUN,[]
торакс_NOUN,[]
преми_NOUN,[]
завзят_ADJF,[]
плеяд_NOUN,[]
редк_ADVB,"['из', 'не']"
пест_ADJF,[]
чуроч_ADJF,[]
протеж_NOUN,[]
пасквил_ADJF,[]
хваст_ADJF,[]
влек_NOUN,['при']
пролонг_NOUN,[]
лей_NOUN,[]
белуш_NOUN,[]
нутри_NOUN,[]
хн_NOUN,[]
убежд_PRTF,"['пред', 'пере', 'раз']"
волонтер_NOUN,[]
какавелл_NOUN,[]
карбол_NOUN,[]
назаль_ADJF,[]
октро_PRTF,[]
франк_PRTF,[]
отрица_NOUN,[]
англ_INFN,[]
купат_NOUN,[]
котлет_ADJF,[]
лабаз_NOUN,[]
гус_ADJF,[]
мотылеч_NOUN,[]
штемпел_ADJF,[]
канад_NOUN,[]
укромн_ADJF,[]
стад_ADJF,[]
забоч_PRTF,['о']
бизань_NOUN,[]
факсимиль_ADJF,[]
рейк_NOUN,[]
уме_NOUN,['не']
аванс_PRTF,['за']
знат_NOUN,[]
чадр_NOUN,[]
анальги_NOUN,[]
ухич_INFN,[]
термит_NOUN,[]
копош_INFN,['за']
иммунитет_NOUN,[]
пуццолан_NOUN,[]
флирт_INFN,['по']
острож_NOUN,[]
ману_ADJF,[]
айв_NOUN,[]
изумруд_ADJF,[]
коррумп_PRTF,[]
буйвол_ADJF,[]
астрахан_ADJF,[]
патл_ADJF,[]
кабр_NOUN,[]
уни_ADJF,[]
фехт_INFN,[]
штейгер_ADJF,[]
ищ_PRTF,[]
палех_ADJF,[]
малий_ADJF,[]
ут_ADJF,[]
траверс_NOUN,[]
гетр_NOUN,[]
крамп_INFN,[]
комель_NOUN,[]
адъектив_NOUN,[]
предтеч_NOUN,[]
полн_ADJS,[]
батали_NOUN,[]
зов_ADJF,['от']
мексик_ADJF,[]
порог_ADJF,[]
сооруж_NOUN,[]
сервил_NOUN,[]
талыш_ADJF,[]
усерд_INFN,['пере']
сепсис_NOUN,[]
будар_NOUN,[]
тарту_ADJF,[]
кабал_ADJF,[]
меренг_NOUN,[]
крокодил_NOUN,[]
пессим_ADJF,[]
бурав_NOUN,[]
бразил_NOUN,[]
ковыль_NOUN,[]
виз_INFN,['за']
казачь_ADJF,['по']
буржуаз_NOUN,[]
опеш_INFN,[]
бюст_ADJF,[]
достоверн_ADJF,['не']
дат_PRTF,[]
горал_NOUN,[]
саман_ADJF,[]
аваль_NOUN,[]
гребеш_ADJF,[]
афор_ADJF,[]
прот_NOUN,['анти']
степень_NOUN,[]
пив_ADJF,[]
лишай_ADJF,[]
свирист_NOUN,[]
респектабельн_ADJF,[]
труп_ADJF,[]
дисциплин_ADJF,['не']
циклоп_NOUN,[]
преступл_NOUN,[]
заряд_NOUN,[]
ферзь_NOUN,[]
условл_INFN,['об']
жезл_ADJF,[]
сверст_NOUN,[]
хевсур_ADJF,[]
рекрут_ADJF,[]
плож_PRTF,"['на', 'о', 'бес', 'рас']"
скак_PRTF,['об']
зернь_NOUN,[]
ратуш_NOUN,[]
ста_GRND,[]
эргат_ADJF,[]
валансьен_ADJF,[]
малахай_NOUN,[]
бахч_NOUN,[]
коряж_NOUN,[]
баллад_ADJF,[]
подат_ADJF,[]
опок_NOUN,[]
рефер_INFN,[]
инсталл_NOUN,[]
камлот_NOUN,[]
апостериор_ADJF,[]
уби_NOUN,[]
ропт_INFN,"['воз', 'по']"
абориген_NOUN,[]
лезвий_ADJF,[]
буль_NOUN,[]
валун_ADJF,[]
шкет_NOUN,[]
филипп_NOUN,[]
мигл_NOUN,[]
нерк_NOUN,[]
ладан_ADJF,[]
избав_ADJF,[]
гараж_NOUN,[]
тигель_ADJF,[]
страз_ADJF,[]
прось_NOUN,[]
нимб_NOUN,[]
страда_NOUN,[]
очух_INFN,[]
пророч_ADJF,[]
пряг_NOUN,"['рас', 'в', 'вы']"
жертв_ADJF,[]
скоп_ADVB,[]
сван_ADJF,[]
мезг_NOUN,[]
приоритет_NOUN,[]
шмель_NOUN,[]
гарант_NOUN,[]
матриарх_NOUN,[]
тормаж_NOUN,['рас']
глюкоз_NOUN,[]
тув_NOUN,[]
удод_NOUN,[]
корчаг_NOUN,[]
бомж_NOUN,[]
анги_NOUN,[]
нос_ADJS,[]
надзор_ADJF,['под']
заблаговременн_ADJF,[]
протеж_INFN,[]
отрек_PRTF,[]
лилов_INFN,['по']
бяк_NOUN,[]
сквореч_ADJF,[]
эскамот_INFN,[]
арахис_NOUN,[]
каронад_NOUN,[]
сантал_ADJF,[]
компрадор_ADJF,[]
бездн_NOUN,[]
ренегат_INFN,[]
баляс_INFN,[]
гравюр_NOUN,[]
марий_NOUN,[]
лаб_VERB,[]
хлопот_NOUN,[]
экзем_ADJF,[]
экумен_ADJF,[]
голубл_PRTF,['при']
порядк_NOUN,[]
наслажд_INFN,[]
чирок_NOUN,[]
тебенев_INFN,[]
скаль_ADJF,['на']
нажив_INFN,[]
силь_NOUN,['на']
богатырь_NOUN,[]
шампан_NOUN,[]
метил_ADJF,[]
ясак_NOUN,[]
горл_INFN,['за']
бахром_ADJF,[]
кружк_ADJF,[]
ситч_NOUN,[]
примен_ADVB,[]
тент_NOUN,[]
аккузатив_NOUN,[]
нужн_ADJF,['не']
едрал_NOUN,[]
бич_ADJF,[]
покой_VERB,['с']
грач_VERB,[]
дрожь_NOUN,[]
эр_NOUN,[]
педераст_ADJF,[]
депресс_NOUN,['анти']
сайр_NOUN,[]
куркуль_NOUN,[]
княз_NOUN,[]
пирин_NOUN,[]
район_INFN,[]
дамас_ADJF,[]
лицеприят_ADJF,['не']
калева_INFN,[]
пая_PRTF,['вы']
синтакс_ADJF,[]
балобан_NOUN,[]
вращ_INFN,"['воз', 'из', 'по', 'пре', 'раз', 'со']"
сись_NOUN,[]
фасад_ADJF,[]
жил_PRTF,['от']
взбалмошн_ADJF,[]
кутн_NOUN,[]
нарок_ADVB,['не']
отребь_NOUN,[]
глупл_PRTF,['о']
балалаеч_ADJF,[]
арахис_ADJF,[]
свекор_NOUN,[]
карм_NOUN,[]
ритор_NOUN,[]
ртут_ADJF,[]
правиль_ADVB,[]
вдов_ADJF,[]
бутыль_NOUN,['со']
стресс_ADJF,['анти']
струп_NOUN,[]
квасц_PRTF,[]
тарань_NOUN,[]
высад_ADJF,[]
имбир_ADJF,[]
гомон_NOUN,[]
удовлетвор_ADJF,['не']
хляс_PRTF,[]
яр_ADJS,[]
интерпрет_NOUN,[]
штык_PRTF,[]
гумен_ADJF,"['при', 'на', 'за']"
сар_INFN,['за']
шамот_NOUN,[]
сойк_NOUN,[]
промысел_NOUN,[]
упражн_NOUN,[]
полиров_INFN,['от']
жуч_INFN,['по']
кокоточ_ADJF,[]
помпадур_ADJF,[]
синекур_NOUN,[]
шок_ADJF,[]
картофель_ADJF,[]
ноябрь_ADJF,[]
музей_ADJF,[]
жандарм_ADJF,[]
штейн_NOUN,[]
фасон_PRTF,"['пере', 'при']"
белиберд_NOUN,[]
депозит_ADJF,[]
преклонн_NOUN,['не']
обая_ADJF,[]
слякоть_NOUN,[]
аргумент_ADJF,[]
межен_ADJF,[]
рус_PRTF,[]
совмещ_INFN,[]
клеврет_NOUN,[]
мышьяк_ADJF,[]
диверс_ADJF,[]
папул_NOUN,[]
борон_INFN,"['вз', 'вы', 'за', 'о', 'пере', 'по']"
супонь_NOUN,[]
полось_NOUN,['меж']
москов_ADJF,['под']
шлей_ADJF,[]
бренн_ADJF,[]
чь_ADJF,[]
камлот_ADJF,[]
швеллер_ADJF,[]
шляхет_ADJF,[]
стихарь_NOUN,[]
клан_INFN,"['от', 'за', 'по', 'рас']"
кургуз_INFN,['о']
саксаул_NOUN,[]
выгод_NOUN,['не']
штан_NOUN,['под']
ересь_NOUN,[]
завист_ADJF,[]
мендел_NOUN,[]
бонбоньероч_ADJF,[]
геральдич_ADJF,[]
гнев_NOUN,[]
фляж_NOUN,[]
крек_ADJF,[]
судак_ADJF,[]
болач_NOUN,['за']
дулеб_NOUN,[]
фарадей_NOUN,[]
воль_ADJS,[]
юд_NOUN,[]
комплимент_ADJF,[]
фланк_NOUN,[]
консерват_NOUN,[]
ерт_NOUN,[]
дав_ADJF,"['не', 'у', 'пере']"
ворож_ADJF,['об']
сплоч_NOUN,[]
сонат_NOUN,[]
лечени_NOUN,[]
мух_NOUN,[]
салазк_NOUN,[]
кашл_PRTF,['вы']
бердыш_NOUN,[]
селезень_NOUN,[]
дактил_ADJF,['гипер']
рыхл_ADJF,['раз']
балкон_NOUN,[]
стольк_CONJ,['по']
кашель_NOUN,[]
лазер_NOUN,[]
брак_ADJF,[]
афор_NOUN,[]
тюрем_ADJF,[]
инфинитив_NOUN,[]
гадк_ADJF,['пре']
экзамен_ADJF,['пред']
дефлегм_NOUN,[]
фривольн_ADJF,[]
баю_INFN,['у']
костер_INFN,[]
сика_INFN,[]
лигатур_ADJF,[]
джугар_NOUN,[]
круг_ADJF,['у']
коротк_ADJF,['ультра']
ухаб_NOUN,[]
бонтон_NOUN,[]
аккомпан_INFN,[]
алгебр_ADJF,[]
блинд_ADJF,[]
эмал_INFN,[]
бадминтон_NOUN,[]
жираф_ADJF,[]
бустер_NOUN,[]
обормот_NOUN,[]
экстренн_ADJF,[]
вш_ADJF,[]
чебот_VERB,[]
достойн_ADJF,[]
препар_PRTF,[]
енхим_NOUN,[]
тираж_NOUN,[]
тик_INFN,[]
волын_NOUN,[]
дойн_NOUN,[]
харать_NOUN,[]
глуб_INFN,"['у', 'за']"
бал_NOUN,[]
тибет_ADJF,[]
хазар_NOUN,[]
оч_INFN,[]
берем_INFN,[]
казач_ADJF,[]
лоз_ADJF,[]
ве_ADJF,['не']
клеш_NOUN,[]
вермут_NOUN,[]
блужд_PRTF,[]
сноп_ADJF,[]
гапон_NOUN,[]
увул_ADJF,[]
квантитативн_ADJF,[]
склон_ADJF,[]
акафист_ADJF,[]
потрош_ADJF,[]
пуск_ADVB,"['в', 'за']"
фанер_INFN,[]
ницц_NOUN,[]
оточ_ADJF,[]
каббал_ADJF,[]
майонез_NOUN,[]
ом_NOUN,[]
мет_VERB,['под']
казус_ADJF,[]
октябр_ADJF,[]
канкан_ADJF,[]
отстран_PRTF,[]
латин_PRTF,[]
смирн_ADJS,[]
экспед_ADJF,[]
мухорт_ADJF,[]
хомяк_NOUN,[]
керам_ADJS,[]
ураган_NOUN,[]
лафет_NOUN,[]
ярд_NOUN,[]
извращ_PRTF,[]
дибазол_NOUN,[]
таверн_NOUN,[]
ущел_ADJF,[]
эмульг_INFN,[]
зорь_NOUN,[]
хляб_PRTF,['рас']
курс_INFN,[]
дорог_ADJS,[]
эпикуре_NOUN,[]
стер_ADJF,[]
эпиталам_NOUN,[]
барыш_ADJF,[]
мульч_INFN,[]
завет_ADJF,[]
строк_ADJF,[]
лепестк_ADJF,[]
соус_NOUN,[]
блес_NOUN,[]
аттракцион_NOUN,[]
ринг_NOUN,[]
монгол_ADJF,[]
зелен_NOUN,['о']
жаргон_NOUN,[]
триллион_NOUN,[]
горечавк_ADJF,[]
дискант_NOUN,[]
плейер_NOUN,[]
изнур_ADJF,[]
латук_ADJF,[]
макинтош_NOUN,[]
встр_INFN,[]
хмур_ADJF,[]
адмираль_NOUN,[]
песоч_INFN,['про']
пирамид_ADJF,[]
акватори_NOUN,[]
палач_INFN,[]
турпан_NOUN,[]
участв_INFN,[]
кувшинк_ADJF,[]
дребедень_NOUN,[]
забав_ADJF,['пре']
бельч_NOUN,[]
трет_NOUN,[]
вож_INFN,"['о', 'без', 'про']"
родн_PRTF,"['по', 'с']"
отъем_ADJF,[]
обман_INFN,[]
эквилибр_INFN,[]
рейд_INFN,[]
домино_NOUN,[]
заклани_NOUN,[]
совещ_PRTF,"['у', 'по']"
кочедык_NOUN,[]
кавалер_NOUN,[]
гаж_PRTF,"['на', 'пере', 'за', 'из']"
сигм_ADJF,[]
скольк_CONJ,['по']
предъявл_NOUN,[]
столов_ADJF,[]
менстру_ADJF,[]
купорос_NOUN,[]
бруд_ADJF,[]
санкци_PRTF,[]
дозвол_ADJF,['не']
секир_NOUN,[]
пе_ADVB,"['на', 'рас']"
байхов_ADJF,[]
галере_NOUN,[]
нут_NOUN,[]
казац_ADJF,[]
лисель_NOUN,[]
субстанци_PRTF,[]
реплиц_INFN,[]
конфигураци_NOUN,[]
комод_NOUN,[]
дриблинг_NOUN,[]
странгул_NOUN,[]
синтакт_NOUN,[]
фаги_NOUN,[]
портяноч_ADJF,[]
батальон_ADJS,['по']
рейтинг_NOUN,[]
выда_ADJF,[]
тесть_NOUN,[]
всяч_NOUN,[]
экстрак_ADJF,[]
вертеп_ADJF,[]
перлюстр_ADJF,[]
ситц_ADJF,[]
наваж_ADJF,[]
литургий_ADJF,[]
щавель_NOUN,[]
гни_INFN,['вы']
наряд_NOUN,['за']
гардемарин_NOUN,[]
келарь_NOUN,[]
черкас_NOUN,[]
веществл_NOUN,['о']
кобз_ADJF,[]
доставл_INFN,[]
си_ADJF,[]
совк_ADJF,[]
гурьб_NOUN,[]
варежк_NOUN,[]
кошениль_ADJF,[]
посещ_ADJF,[]
отня_PRTF,[]
меринос_ADJF,[]
оскорб_NOUN,[]
фальш_ADJF,[]
дряб_ADJF,[]
полеш_NOUN,[]
гимнаст_NOUN,[]
изогон_NOUN,[]
серпянк_ADJF,[]
белорус_NOUN,[]
калек_NOUN,[]
углевод_NOUN,[]
эрот_ADJF,[]
дез_ADJF,[]
кирпич_ADJF,[]
повес_INFN,[]
темь_NOUN,['су']
норманд_ADJF,[]
гор_PRED,[]
очк_ADJF,[]
сусаль_NOUN,[]
притч_ADJF,[]
фиц_PRTF,['де']
тыль_ADJF,[]
гаеч_ADJF,[]
балака_NOUN,[]
руль_NOUN,[]
хим_PRTF,[]
конститу_PRTF,[]
исключ_PREP,[]
объективн_ADJF,['не']
линеар_NOUN,[]
морковь_NOUN,[]
лазур_ADJF,[]
скуфей_ADJF,[]
втулк_NOUN,[]
албан_ADJF,[]
превращ_PRTF,[]
тельфер_NOUN,[]
милостынь_NOUN,[]
программ_PRTF,"['пере', 'за', 'пред']"
нагаеч_NOUN,[]
аврор_NOUN,[]
ерник_NOUN,[]
пикник_NOUN,[]
кошт_NOUN,[]
стилет_NOUN,[]
профил_PRTF,['с']
осман_ADJF,[]
местр_NOUN,[]
проститу_PRTF,[]
леденеч_ADJF,[]
пигмент_ADJF,[]
вал_ADVB,"['в', 'раз', 'на', 'пере', 'по']"
раппорт_NOUN,[]
клеш_INFN,['рас']
волхв_INFN,[]
тулуп_ADJF,[]
спряж_NOUN,[]
гунн_ADJF,[]
сапож_ADJF,[]
погож_INFN,['рас']
градиент_ADJF,[]
коряч_NOUN,['рас']
пергамен_NOUN,[]
черемуш_NOUN,[]
пум_NOUN,[]
армяк_NOUN,[]
регби_ADJF,[]
сретен_ADJF,[]
кружал_NOUN,['рас']
осмос_NOUN,[]
улыб_ADJF,[]
вельвет_ADJF,[]
чрев_NOUN,[]
лемур_NOUN,[]
секундант_ADJF,[]
одор_PRTF,['дез']
балхаш_ADJS,[]
грудь_NOUN,[]
прыг_ADJF,[]
динас_NOUN,[]
пазанок_NOUN,[]
рубах_NOUN,[]
гнед_ADJF,[]
мыл_ADJF,['вз']
барабан_ADJF,[]
частушк_NOUN,[]
воева_NOUN,['за']
кухар_INFN,[]
рух_INFN,[]
арго_NOUN,[]
одобр_INFN,[]
иол_NOUN,[]
рейд_ADJF,[]
конгруэнц_NOUN,[]
циркумфлекс_ADJF,[]
аскет_ADJF,[]
влас_NOUN,[]
гарус_NOUN,[]
тир_ADVB,"['в', 'при']"
волынк_NOUN,[]
каузатив_NOUN,[]
вцик_ADJF,[]
залп_NOUN,[]
неприязн_NOUN,[]
улан_NOUN,[]
итог_NOUN,[]
прокурор_NOUN,[]
крой_VERB,['за']
пропаганд_PRTF,['рас']
икс_NOUN,[]
доставл_NOUN,[]
атав_ADJF,[]
копь_NOUN,[]
сослов_NOUN,[]
сингуляр_ADJF,[]
прытч_COMP,[]
абитури_NOUN,[]
паскуд_NOUN,[]
ярослав_ADJF,[]
диван_NOUN,[]
лейбл_NOUN,[]
обита_NOUN,[]
короч_COMP,['по']
браконьер_NOUN,[]
племяш_NOUN,[]
беркел_NOUN,[]
шихт_PRTF,[]
кумека_INFN,[]
валя_ADJF,[]
дряг_NOUN,['пере']
таф_NOUN,[]
алит_NOUN,[]
патрон_PRTF,['рас']
кулац_ADJF,[]
глушь_NOUN,['за']
каймл_NOUN,['о']
